particles,ranks,capacity_success,touch_memory,total_allocated_particles,core_memory_all_particles,max_local_core_memory_per_rank,max_allocation_time_seconds,counts,checksum,rank_status
100000000,4,True,light,100000000,5.96 GB,1.49 GB,0.355952,"[25000000, 25000000, 25000000, 25000000]",5.000000e+08,"[{'rank': 0, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 0.34018560001277365}, {'rank': 1, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 0.340240299992729}, {'rank': 2, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 0.34043840001686476}, {'rank': 3, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 0.35595210001338273}]"
