particles,ranks,capacity_success,touch_memory,total_allocated_particles,core_memory_all_particles,max_local_core_memory_per_rank,max_allocation_time_seconds,counts,checksum,rank_status
100000000,4,True,full,100000000,5.96 GB,1.49 GB,3.513420,"[25000000, 25000000, 25000000, 25000000]",5.000000e+08,"[{'rank': 0, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 3.3985155999835115}, {'rank': 1, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 3.3249802000063937}, {'rank': 2, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 3.4260134999931324}, {'rank': 3, 'ok': True, 'error': '', 'local_n': 25000000, 'local_memory': '1.49 GB', 'alloc_time': 3.513420299976133}]"
