mode;represented_particles;visual_sample_particles;mpi_ranks;frames;fps;gif_path;runtime_without_gif_seconds;gif_creation_seconds;total_runtime_seconds;important_note;estimate_particles;estimate_steps;estimate_interactions_per_step;estimate_total_interactions;estimate_assumed_pair_rate_per_rank_per_second;estimate_ranks;estimate_estimated_runtime_seconds;estimate_estimated_runtime_human;estimate_note
scale_gif_weighted_density_proxy;1000000000;250000;4;140;18;gifs\scale_proxy_1e9\galaxy_scale_proxy_1e9.gif;501.898852;40.839056;542.737909;"Proxy visual ponderado; não é simulação direta O(N^2).";1000000000;50000000;1.000000e+18;5.000000e+25;6.500000e+07;4;1.923077e+17;6.09e+09 anos;"Estimativa para método direto O(N^2); para escala real usar Barnes-Hut/FMM/GPU/árvore distribuída."
