particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;center_initial_conditions;initial_center_of_mass_before_correction;recenter_every_steps;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_recentering_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_gif_creation_seconds;timer_total_seconds
2500;10000.0;25.0;1000.0;report;178.687116;2.98 min;4;[625, 625, 625, 625];2500;400;11;1000.0;True;{'total_mass': 1213731.5714111293, 'com_x': 0.10938558263576466, 'com_y': -1.1577788371608868, 'com_z': -0.3404849395495184, 'com_speed': 0.0018311931956433447};0;gifs\report_gif_rico~\galaxy_physical_smooth.gif;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.002880;0.001885;146.916901;26.028438;0.062731;2.781735;22.610876;3.754315;178.687116
