particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;center_initial_conditions;initial_center_of_mass_before_correction;recenter_every_steps;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_recentering_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_gif_creation_seconds;timer_total_seconds
1800;10000.0;25.0;1000.0;report;54.853466;54.85 s;4;[450, 450, 450, 450];1800;400;11;1000.0;True;{'total_mass': 881629.4743588205, 'com_x': 0.37158140430084513, 'com_y': -0.48295240685213253, 'com_z': 0.17066731883282724, 'com_speed': 0.0022071661234773225};0;report_gif\galaxy_physical_smooth.gif;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.003008;0.001744;40.179523;13.017419;0.036913;0.951814;10.383288;1.071714;54.853466
