particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;center_initial_conditions;initial_center_of_mass_before_correction;recenter_every_steps;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_recentering_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_gif_creation_seconds;timer_total_seconds
1000;1000.0;25.0;1000.0;custom;3.512357;3.51 s;4;[250, 250, 250, 250];1000;40;2;1000.0;True;{'total_mass': 487032.4835002239, 'com_x': -1.4528614832768303, 'com_y': -1.5497299355184504, 'com_z': -0.26879976828723207, 'com_speed': 0.0027465048804115283};0;not_generated;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.002369;0.002082;1.128402;1.057939;0.002233;0.060359;2.292337;0.000000;3.512357
