mode;represented_particles;visual_sample_particles;mpi_ranks;frames;fps;gif_path;runtime_without_gif_seconds;gif_creation_seconds;total_runtime_seconds;important_note;estimate_particles;estimate_years;estimate_dt;estimate_steps;estimate_force_evals;estimate_interactions_per_force_eval;estimate_total_interactions;estimate_calibration_rate_interactions_per_second;estimate_estimated_runtime_seconds;estimate_estimated_runtime_human;estimate_bytes_per_particle_core;estimate_global_memory_core_human;estimate_max_local_memory_core_human;estimate_rank0_peak_memory_conservative_human
scale_gif_weighted_density_proxy;100000000;300000;4;120;14;scale_1e8\galaxy_scale_proxy_all_particles.gif;145.268870;30.345285;175.614155;"GIF represents all particles by weighted density; no direct O(N^2) N-body execution was performed.";100000000;1000000000.0;25.0;40000000;80000000;1e+16;8e+23;66800000.0;1.1976047904191616e+16;379498057.65 years;64;5.96 GB;1.49 GB;17.88 GB
