particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_total_seconds;timer_gif_creation_seconds
2200;20000.0;25.0;1000.0;report;237.482587;3.96 min;4;[550, 550, 550, 550];2200;800;21;1000.0;gif_final_longo\galaxy_physical_smooth.gif;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.002433;191.395633;7.260154;0.106979;3.594261;30.034121;237.482587;4.838343
