mode;particles;ranks;years;dt;requested_plot_interval;actual_plot_interval;frames;simulation_runtime_seconds;total_runtime_seconds;physics_time_seconds;mpi_time_seconds;diagnostics_time_seconds;plotting_time_seconds;gif_time_seconds;final_kinetic;final_potential;final_total_energy;final_energy_drift_percent;final_virial_ratio;final_max_radius;gif;last_frame
direct_newtonian_nbody;1200;4;10000.0;25.0;1000.0;1000.0;11;48.297482;53.029935;23.823696;22.292742;0.554009;21.523753;4.728942;3.17696908e+03;-8.78430989e+03;-5.60734081e+03;-1.224035;0.72332810;318.259238;galaxy_final_beauty_output\galaxy_final_beauty.gif;galaxy_final_beauty_output\last_frame_direct.png
