particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_total_seconds
1000;1000.0;25.0;1000.0;custom;2.667093;2.67 s;4;[250, 250, 250, 250];1000;40;2;1000.0;not_generated;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.002019;1.103829;0.029586;0.002054;0.060116;1.465891;2.667093
