particles,ranks,years,dt,requested_plot_interval,actual_plot_interval,frames,mode,simulation_runtime,total_runtime,physics_time,mpi_time,diagnostics_time,plotting_time,gif_time,final_kinetic,final_potential,final_total_energy,final_energy_drift_percent,final_rmax
2000,4,4000.0,20.0,1000.0,1000.0,5,benchmark,38.553837,38.558057,29.552475,7.804007,0.471434,6.526687,0.000000,3.21305125e+03,-6.84965116e+03,-3.63659990e+03,0.464724,91.133902
