frame;step;year;particles;mpi_ranks;kinetic;potential;total_energy;energy_drift_percent;virial_ratio;max_radius;mean_radius;mean_speed;angular_momentum_norm;potential_is_estimated
0;0;0.000000;2500;1;6.890660218693e+03;-1.891836782262e+04;-1.202770760393e+04;0.00000000;0.72846244;161.49024208;46.24553090;9.441078739820e-02;4.111585675639e+06;0
1;40;1000.000000;2500;1;7.595607612793e+03;-1.959333302495e+04;-1.199772541215e+04;0.24927603;0.77532573;157.91529062;42.22555277;1.064703488263e-01;4.111585675639e+06;0
