particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;center_initial_conditions;initial_center_of_mass_before_correction;recenter_every_steps;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_recentering_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_gif_creation_seconds;timer_total_seconds
2200;12000.0;20.0;200.0;beauty;163.544448;2.73 min;4;[550, 550, 550, 550];2200;600;61;200.0;True;{'total_mass': 1079332.2002028301, 'com_x': -1.0019961642758106, 'com_y': 1.2522454949609578, 'com_z': 0.49556900325979064, 'com_speed': 0.000792265664699531};0;final_gif\galaxy_physical_smooth.gif;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.010038;0.001168;88.113291;68.408738;0.220548;7.009340;57.946699;6.184789;163.544448
