frame;step;year;particles;mpi_ranks;kinetic;potential;total_energy;energy_drift_percent;virial_ratio;max_radius;mean_radius;mean_speed;angular_momentum_norm;potential_is_estimated
44;440;8800.000000;2200;4;6.799279955823e+03;-1.760589861016e+04;-1.080661865434e+04;0.11187122;0.77238659;155.96379091;41.81138304;1.058562599244e-01;3.607094609999e+06;0
45;450;9000.000000;2200;4;6.890066606887e+03;-1.769819732341e+04;-1.080813071652e+04;0.09789487;0.77861790;155.34072245;41.75172011;1.062683333172e-01;3.607094609999e+06;0
46;460;9200.000000;2200;4;6.757728000756e+03;-1.755913329581e+04;-1.080140529505e+04;0.16005953;0.76971088;154.63974030;41.80875116;1.056806038590e-01;3.607094609999e+06;0
47;470;9400.000000;2200;4;6.794769023861e+03;-1.759563916501e+04;-1.080087014115e+04;0.16500608;0.77232421;153.86347110;41.78229362;1.061627366823e-01;3.607094609999e+06;0
48;480;9600.000000;2200;4;6.785565671170e+03;-1.759452893011e+04;-1.080896325894e+04;0.09019948;0.77132678;153.01493111;41.81777906;1.056113320324e-01;3.607094609999e+06;0
49;490;9800.000000;2200;4;6.854891495490e+03;-1.765833207787e+04;-1.080344058238e+04;0.14124689;0.77639173;152.09755426;41.79250310;1.061194944844e-01;3.607094609999e+06;0
50;500;10000.000000;2200;4;6.752139377072e+03;-1.755611245221e+04;-1.080397307514e+04;0.13632493;0.76920667;151.11521455;41.91999852;1.055146577211e-01;3.607094609999e+06;0
51;510;10200.000000;2200;4;6.797527874649e+03;-1.760361097803e+04;-1.080608310338e+04;0.11682144;0.77228790;150.07222414;41.89877641;1.055890028382e-01;3.607094609999e+06;0
52;520;10400.000000;2200;4;6.850196166589e+03;-1.765204486314e+04;-1.080184869655e+04;0.15596106;0.77613627;148.97335815;41.87666434;1.063335278952e-01;3.607094609999e+06;0
53;530;10600.000000;2200;4;6.688430972755e+03;-1.749076854118e+04;-1.080233756842e+04;0.15144230;0.76479555;147.82388381;41.99270107;1.048899147076e-01;3.607094609999e+06;0
54;540;10800.000000;2200;4;6.701330197827e+03;-1.749990296583e+04;-1.079857276800e+04;0.18624124;0.76587055;147.10299398;41.94221147;1.054508172004e-01;3.607094609999e+06;0
55;550;11000.000000;2200;4;6.785625157329e+03;-1.758429206788e+04;-1.079866691055e+04;0.18537106;0.77178258;148.66332660;41.84144213;1.059478410899e-01;3.607094609999e+06;0
56;560;11200.000000;2200;4;6.881419470102e+03;-1.768710984365e+04;-1.080569037355e+04;0.12045153;0.77812820;150.64475970;41.75514584;1.061190532008e-01;3.607094609999e+06;0
57;570;11400.000000;2200;4;6.752504244632e+03;-1.755624501283e+04;-1.080374076820e+04;0.13847220;0.76924243;153.54361655;41.92880311;1.054784614136e-01;3.607094609999e+06;0
58;580;11600.000000;2200;4;6.748571501229e+03;-1.755286251700e+04;-1.080429101577e+04;0.13338613;0.76894256;155.62283573;42.04350066;1.054073710736e-01;3.607094609999e+06;0
59;590;11800.000000;2200;4;6.655518548816e+03;-1.745685187793e+04;-1.080133332912e+04;0.16072473;0.76251074;156.90411861;42.10912593;1.047512189849e-01;3.607094609999e+06;0
60;600;12000.000000;2200;4;6.893786522386e+03;-1.769811396045e+04;-1.080432743807e+04;0.13304947;0.77904194;158.07461872;42.02412917;1.064805322970e-01;3.607094609999e+06;0
