particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_physics_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_total_seconds
500;2000.0;25.0;1000.0;benchmark;2.147956;2.15 s;1;[500];500;80;3;1000.0;not_generated;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.001987;2.098216;0.002226;0.036763;2.147956
