frame;step;year;particles;mpi_ranks;kinetic;potential;total_energy;energy_drift_percent;virial_ratio;max_radius;mean_radius;mean_speed;angular_momentum_norm;potential_is_estimated
33;330;6600.000000;2200;4;6.915132812681e+03;-1.773193600416e+04;-1.081680319147e+04;0.11932959;0.77996366;165.59805885;41.82885958;1.066341180572e-01;3.607950301300e+06;0
34;340;6800.000000;2200;4;6.838055180839e+03;-1.764881645355e+04;-1.081076127272e+04;0.17511972;0.77490241;165.52577821;41.80555686;1.062417851416e-01;3.607950301300e+06;0
35;350;7000.000000;2200;4;6.695233048528e+03;-1.750617314218e+04;-1.081094009366e+04;0.17346852;0.76489967;164.82055378;41.86749236;1.052771640484e-01;3.607950301300e+06;0
36;360;7200.000000;2200;4;6.964256763764e+03;-1.778014713509e+04;-1.081589037133e+04;0.12775843;0.78337448;163.40997097;41.68892074;1.071518557831e-01;3.607950301300e+06;0
37;370;7400.000000;2200;4;6.755808422550e+03;-1.756875104231e+04;-1.081294261976e+04;0.15497750;0.76907100;161.28189553;41.81010558;1.055122910773e-01;3.607950301300e+06;0
38;380;7600.000000;2200;4;6.803475552655e+03;-1.761434264271e+04;-1.081086709006e+04;0.17414262;0.77249270;158.41740816;41.77551343;1.060039971164e-01;3.607950301300e+06;0
39;390;7800.000000;2200;4;6.877370500419e+03;-1.769226368700e+04;-1.081489318658e+04;0.13696627;0.77744382;154.78981394;41.76275803;1.062438446598e-01;3.607950301300e+06;0
40;400;8000.000000;2200;4;6.669981051619e+03;-1.747801002628e+04;-1.080802897466e+04;0.20034933;0.76324262;150.36315409;41.84255499;1.048890963532e-01;3.607950301300e+06;0
41;410;8200.000000;2200;4;6.765745152872e+03;-1.757539727754e+04;-1.080965212467e+04;0.18536142;0.76991092;145.08998449;41.68863325;1.055899035090e-01;3.607950301300e+06;0
42;420;8400.000000;2200;4;6.897652828316e+03;-1.770814170912e+04;-1.081048888081e+04;0.17763494;0.77903746;144.43556731;41.54179809;1.065780622075e-01;3.607950301300e+06;0
43;430;8600.000000;2200;4;6.860572747948e+03;-1.767250466027e+04;-1.081193191232e+04;0.16431022;0.77641205;143.94293006;41.55016769;1.063444999902e-01;3.607950301300e+06;0
44;440;8800.000000;2200;4;6.761538771755e+03;-1.757226573686e+04;-1.081072696511e+04;0.17543651;0.76956937;143.38894893;41.61604318;1.055797785494e-01;3.607950301300e+06;0
45;450;9000.000000;2200;4;7.053088257192e+03;-1.787297478690e+04;-1.081988652970e+04;0.09085852;0.78924615;142.77655688;41.40699184;1.073807674126e-01;3.607950301300e+06;0
46;460;9200.000000;2200;4;6.776908412084e+03;-1.758859505295e+04;-1.081168664087e+04;0.16657502;0.77060259;142.10913499;41.61052768;1.057070470570e-01;3.607950301300e+06;0
47;470;9400.000000;2200;4;6.873743768693e+03;-1.768507405490e+04;-1.081133028620e+04;0.16986554;0.77734973;141.39048468;41.62251628;1.064808976493e-01;3.607950301300e+06;0
48;480;9600.000000;2200;4;6.844849600354e+03;-1.765627966927e+04;-1.081143006892e+04;0.16894416;0.77534449;140.85351436;41.70337908;1.060181097159e-01;3.607950301300e+06;0
49;490;9800.000000;2200;4;6.740126948697e+03;-1.755362157469e+04;-1.081349462599e+04;0.14988036;0.76794716;140.51927682;41.85923496;1.055856899822e-01;3.607950301300e+06;0
50;500;10000.000000;2200;4;6.772784712647e+03;-1.758718045708e+04;-1.081439574443e+04;0.14155958;0.77019562;141.15496961;41.89713735;1.054791363065e-01;3.607950301300e+06;0
51;510;10200.000000;2200;4;6.831492413088e+03;-1.764599176978e+04;-1.081449935669e+04;0.14060284;0.77428262;143.59963406;41.92583726;1.061575509443e-01;3.607950301300e+06;0
52;520;10400.000000;2200;4;6.736296885919e+03;-1.754865853553e+04;-1.081236164961e+04;0.16034209;0.76772784;145.11299359;41.99769028;1.054678935443e-01;3.607950301300e+06;0
53;530;10600.000000;2200;4;6.862201197988e+03;-1.767956661191e+04;-1.081736541393e+04;0.11413811;0.77628613;145.95562828;41.86267211;1.061950597872e-01;3.607950301300e+06;0
54;540;10800.000000;2200;4;6.878600365056e+03;-1.769294319084e+04;-1.081434282578e+04;0.14204822;0.77755298;147.70093766;41.81168301;1.062559018654e-01;3.607950301300e+06;0
55;550;11000.000000;2200;4;6.856071561711e+03;-1.767142047130e+04;-1.081534890959e+04;0.13275820;0.77595025;149.79257299;41.84711760;1.063958517373e-01;3.607950301300e+06;0
56;560;11200.000000;2200;4;6.852584158747e+03;-1.766335902224e+04;-1.081077486349e+04;0.17499423;0.77590951;152.03213815;41.91065383;1.063271997665e-01;3.607950301300e+06;0
57;570;11400.000000;2200;4;6.666004062015e+03;-1.747664805185e+04;-1.081064398983e+04;0.17620269;0.76284698;153.61965000;42.09692079;1.047119668668e-01;3.607950301300e+06;0
58;580;11600.000000;2200;4;6.934826489541e+03;-1.775142155475e+04;-1.081659506520e+04;0.12125139;0.78132633;154.69234369;42.02683826;1.066882836682e-01;3.607950301300e+06;0
59;590;11800.000000;2200;4;6.720696740483e+03;-1.753202246440e+04;-1.081132572391e+04;0.16990767;0.76667672;156.15667191;42.21758029;1.050386767249e-01;3.607950301300e+06;0
60;600;12000.000000;2200;4;6.796394576848e+03;-1.760853816089e+04;-1.081214358404e+04;0.16235567;0.77194308;157.71663777;42.16572546;1.056049111391e-01;3.607950301300e+06;0
