frame;step;year;particles;mpi_ranks;kinetic;potential;total_energy;energy_drift_percent;virial_ratio;max_radius;mean_radius;mean_speed;angular_momentum_norm;potential_is_estimated
0;0;0.000000;10000;4;2.758137458971e+04;-7.672150755137e+04;-4.914013296166e+04;0.00000000;0.71899981;162.80212009;46.59570655;9.349488724588e-02;1.640216760576e+07;1
1;40;1000.000000;10000;4;3.133221801483e+04;-8.034794392269e+04;-4.901572590786e+04;0.25316792;0.77991337;156.28067605;42.10027191;1.073465555889e-01;1.640216760576e+07;1
