particles;years;dt;plot_interval;mode;total_runtime_seconds;total_runtime_human;mpi_ranks;particle_counts_per_rank;total_particles_reduce_check;steps;frames;actual_plot_interval_years;center_initial_conditions;initial_center_of_mass_before_correction;recenter_every_steps;gif_path;physics_model;integrator;mpi_methods;csv_delimiter;timer_initial_conditions_seconds;timer_recentering_seconds;timer_physics_seconds;timer_communication_seconds;timer_diagnostics_and_gather_seconds;timer_energy_diagnostics_seconds;timer_plotting_seconds;timer_gif_creation_seconds;timer_total_seconds
10000;1000.0;25.0;1000.0;benchmark;215.968661;3.60 min;2;[5000, 5000];10000;40;2;1000.0;True;{'total_mass': 4860671.854140251, 'com_x': 0.24579474277221888, 'com_y': -0.05093290167451067, 'com_z': -0.029053151155274765, 'com_speed': 0.0012940861073982225};0;not_generated;Newtonian all-pairs N-body with gravitational softening and central mass;Leapfrog / velocity-Verlet;"bcast; scatter; allgather; isend; irecv; gather; reduce; allreduce; Barrier";";";0.004932;0.001494;215.662977;0.156372;0.006168;0.246155;0.000000;0.000000;215.968661
